name,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
"Lamb, raw, seam fat, fresh, imported, Australian",44000.0,21000.0,90.0,55.0,0.0,0.0,0.0,3.94,0.43,0.2,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,6.0,0.031,0.98,3.0,0.002,71.0,126.0,0.0057,1.1,15650.0,890.0,933.0,1284.0,160.0,2089.0,826.0,409.0,0.0,652.0,1117.0,1193.0,378.0,582.0,663.0,556.0,639.0,163.0,489.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44010.0,21397.0,16988.0,2621.0,90.0,0.0,660.0,0.0,0.0,40320.0
"KELLOGG'S, Original, French Toaster Sticks, EGGO",7000.0,1700.0,26.0,598.0,0.0,0.07,0.0,4.4,0.0,0.38,0.33,0.027775,0.334,0.0,0.0,0.0,0.0,0,0.0013,0.44,0.0,5e-05,0.0,0.0,0.0,111.0,0.0,5.0,13.0,0.0,326.0,70.0,0.0,0.4,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39400.0,900.0,10900.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,1700.0,1800.0,2900.0,26.0,0.0,0.0,0.0,0.0,44990.0
"Pears, with added sugar, stewed, sulfured, dried",300.0,0.0,0.0,3.0,0.0,0.0,0.0,0.333,0.07,0.019,0.004,0.001,0.002,0.0,0.0,0.0,0.0,0,0.0,0.033,3.8,0.0,0.0,0.0,0.0,15.0,0.171,0.97,15.0,0.151,27.0,245.0,0.0024,0.18,860.0,29.0,15.0,169.0,8.0,62.0,25.0,9.0,0.0,25.0,43.0,30.0,10.0,23.0,23.0,31.0,22.0,0.0,7.0,30.0,37140.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,16.0,61.0,68.0,0.0,0.0,510.0,0.0,0.0,61200.0
"Pear nectar, without added ascorbic acid, canned",0.0,0.0,0.0,4.0,2.0,0.001,0.0,0.128,0.022,0.013,0.002,2.5e-05,0.0,0.0,0.001,0.0,0.02,0,0.0,0.014,1.1,0.0,0.05,0.05,0.0018,5.0,0.067,0.26,3.0,0.03,3.0,13.0,0.0,0.07,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15760.0,600.0,15160.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0,3.0,0.0,0.0,100.0,0.0,0.0,84010.0
"KASHI, Frozen Entree, Sesame Chicken, STEAM MEAL",3500.0,800.0,11.0,233.0,0.0,0.03,0.0,0.6,0.0,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,20.0,0.0,56.0,204.0,0.0,0.4,6100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15700.0,2900.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,800.0,900.0,900.0,11.0,0.0,0.0,0.0,0.0,73200.0
"KELLOGG'S, Cinnamon, French Toaster Sticks, EGGO",6900.0,1900.0,24.0,550.0,0.0,0.064,0.0,4.4,0.0,0.38,0.33,0.027775,0.334,0.0,0.0,0.0,0.0,0,0.0013,0.44,0.0,5e-05,0.0,0.0,0.0,111.0,0.0,5.0,12.0,0.0,300.0,66.0,0.0,0.4,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42600.0,1000.0,16200.0,0.0,0.0,0.0,0.0,0.0,0.0,6900.0,1900.0,1800.0,2700.0,24.0,0.0,0.0,0.0,0.0,42440.0
"Pork sausage rice links, cooked, brown and serve",38000.0,13000.0,66.0,689.0,55.9,0.006,0.0,3.35,0.0,0.12,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0013,0.2,0.0,0.0009,0.22,0.22,0.0034,15.0,0.066,1.12,14.0,0.079,116.0,212.0,0.0166,1.45,13700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37630.0,12825.0,18100.0,4073.000000000001,66.0,0.0,2220.0,0.0,0.0,44100.0
"Kale, with salt, drained, boiled, cooked, frozen",500.0,100.0,0.0,251.0,0.5,0.014,0.0,0.672,0.053,0.114,0.043,0.3676,0.735,0.0,8.823,0.0,19.697,0,0.0,0.086,25.2,0.0,0.92,0.92,0.882,138.0,0.047,0.94,18.0,0.45,28.0,321.0,0.0009,0.18,2840.0,143.0,158.0,254.0,38.0,323.0,137.0,60.0,0.0,170.0,199.0,170.0,27.0,146.0,169.0,120.0,127.0,35.0,101.0,156.0,5230.0,2000.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,63.0,36.0,235.0,0.0,0.0,940.0,0.0,0.0,90500.0
"Kale, with salt, drained, boiled, cooked, scotch",400.0,100.0,0.0,281.0,0.0,0.013,0.0,0.792,0.048,0.039,0.04,0.04985,0.1,0.0,0.0,0.0,0.0,0,0.0,0.139,52.8,0.0,0.0,0.0,0.0,132.0,0.156,1.93,57.0,0.417,38.0,274.0,0.0009,0.24,1900.0,95.0,105.0,169.0,25.0,215.0,91.0,40.0,0.0,113.0,132.0,113.0,18.0,97.0,112.0,80.0,85.0,23.0,67.0,104.0,5620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,53.0,30.0,196.0,0.0,0.0,870.0,0.0,0.0,91200.0
"Snacks, without peanuts, caramel-coated, popcorn",13000.0,3600.0,0.0,206.0,23.5,0.005,0.0,2.2,0.082,0.07,0.065,0.0002,0.002,0.0,0.001,0.0,0.0,0,1e-05,0.028,0.0,0.0,1.2,1.2,0.0125,43.0,0.119,1.74,35.0,0.22,83.0,109.0,0.0036,0.58,3800.0,208.0,235.0,389.0,39.0,658.0,224.0,109.0,0.0,157.0,284.0,281.0,73.0,154.0,171.0,156.0,151.0,45.0,109.0,177.0,79100.0,5200.0,53190.0,0.0,0.0,0.0,0.0,0.0,0.0,12800.0,3610.0,2880.0,4480.0,0.0,0.0,1500.0,0.0,0.0,2800.0
"Orange juice, includes from concentrate, chilled",100.0,0.0,0.0,2.0,6.2,0.019,0.0,0.28,0.195,0.039,0.046,0.00105,0.002,0.008,0.008,0.027,0.027,0,0.0,0.076,33.6,0.0,0.2,0.2,0.0,11.0,0.042,0.13,11.0,0.023,17.0,178.0,0.0001,0.07,680.0,18.0,80.0,106.0,2.0,41.0,12.0,3.0,0.0,4.0,15.0,20.0,2.0,11.0,79.0,22.0,9.0,2.0,4.0,13.0,11540.0,300.0,8310.0,2230.0,0.0,2080.0,0.0,0.0,4010.0,120.0,14.0,22.0,30.0,0.0,0.0,430.0,0.0,0.0,87220.0
"McDONALD'S, Premium Crispy Chicken Club Sandwich",12000.0,3300.0,38.0,472.0,0.0,0.0,0.0,4.748,0.911,0.169,0.176,0.008675,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,92.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,15380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22610.0,1200.0,4990.0,0.0,0.0,0.0,0.0,0.0,0.0,11760.0,3333.0,4223.0,3557.0,38.0,0.0,2230.0,0.0,0.0,48020.0
"Seeds, dried (decorticated), sesame seed kernels",61000.0,9100.0,0.0,47.0,25.6,0.115,0.0,5.8,0.29,0.09,0.699,0.00165,0.003,0.0,0.04,0.0,0.0,0,0.0,0.4,0.0,0.0,1.68,1.68,0.0,60.0,1.4,6.36,345.0,1.44,667.0,370.0,0.0344,6.73,20450.0,990.0,3250.0,2070.0,440.0,4600.0,1090.0,550.0,0.0,750.0,1500.0,650.0,880.0,940.0,1040.0,1200.0,730.0,330.0,790.0,980.0,11730.0,11600.0,480.0,70.0,0.0,100.0,0.0,0.0,310.0,61210.0,9055.0,23924.0,25491.0,0.0,0.0,2860.0,0.0,0.0,3750.0
"Salad dressing, reduced calorie, french dressing",13000.0,1900.0,0.0,804.0,4.6,0.002,0.0,0.0,0.026,0.0,0.0,0.0051,0.01,0.004,0.12,0.0,0.0,0,0.0,0.0,0.0,0.0,2.86,2.86,0.0048,11.0,0.01,0.4,9.0,0.071,14.0,79.0,0.0016,0.18,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000.0,0.0,25920.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,1872.0,3029.0,7527.0,0.0,0.0,2400.0,0.0,0.0,59000.0
"Rice and vermicelli mix, unprepared, beef flavor",1300.0,300.0,0.0,1337.0,6.0,0.189,0.147,5.287,0.53,0.113,0.687,0.035075,0.07,0.292,0.6960000000000001,0.0,0.022,0,5e-05,0.16,1.9,0.0,0.18,0.18,0.0024,32.0,0.186,2.82,34.0,0.952,125.0,169.0,0.0264,1.34,10840.0,357.0,490.0,553.0,225.0,2702.0,323.0,194.0,0.0,370.0,661.0,247.0,165.0,450.0,787.0,442.0,273.0,113.0,264.0,444.0,76020.0,1600.0,4270.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.0,310.0,283.0,382.0,0.0,0.0,3600.0,0.0,0.0,8270.0
"Fish, drained solids, canned in oil, light, tuna",8200.0,1500.0,18.0,416.0,29.3,0.005,0.0,12.4,0.37,0.12,0.038,0.001925,0.023,0.0,0.0,0.0,0.0,0,0.0022,0.11,0.0,0.006725,0.87,0.87,0.044,13.0,0.071,1.39,31.0,0.015,311.0,207.0,0.076,0.9,29130.0,1762.0,1743.0,2983.0,312.0,4349.0,1398.0,858.0,0.0,1342.0,2368.0,2675.0,862.0,1137.0,1030.0,1189.0,1277.0,326.0,983.0,1501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8210.0,1534.0,2949.0,2885.0,18.0,0.0,2760.0,0.0,0.0,59830.0
"PIZZA HUT 14"" Cheese Pizza, THIN 'N CRISPY Crust",13000.0,6100.0,30.0,857.0,0.0,0.096,0.056,4.18,0.241,0.24,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00051,0.06,4.2,0.0,0.68,0.68,0.0077,284.0,0.103,2.52,24.0,0.381,298.0,197.0,0.0203,1.64,13370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34220.0,2400.0,3130.0,930.0,200.0,600.0,500.0,900.0,0.0,12800.0,6103.0,3265.0,2327.0,30.0,0.0,3340.0,0.0,0.0,36270.0
"Soup, canned, HEALTHY CHOICE Chicken Noodle Soup",600.0,400.0,5.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,800.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,400.0,0.0,180.0,5.0,0.0,750.0,0.0,0.0,89730.0
"Cereals, dry, quick, white, hominy grits, QUAKER",1200.0,200.0,0.0,1.0,0.0,0.205,0.0,5.32,0.0,0.36,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.15,0.0,0.0,0.12,0.12,0.0,2.0,0.0,4.42,27.0,0.0,73.0,137.0,0.0,0.41,8800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79600.0,4800.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,160.0,290.0,510.0,0.0,0.0,410.0,0.0,0.0,10000.0
"Cabbage, with salt, drained, boiled, cooked, red",100.0,0.0,0.0,244.0,0.0,0.024,0.0,0.382,0.154,0.06,0.071,0.000825,0.002,0.0,0.02,0.0,0.02,0,0.0,0.225,10.8,0.0,0.12,0.12,0.0476,42.0,0.054,0.66,17.0,0.223,33.0,262.0,0.0023,0.25,1510.0,50.0,88.0,144.0,13.0,346.0,36.0,26.0,0.0,36.0,49.0,51.0,14.0,38.0,56.0,62.0,41.0,13.0,23.0,50.0,6940.0,2600.0,3320.0,1200.0,0.0,1420.0,0.0,0.0,710.0,90.0,11.0,7.0,43.0,0.0,0.0,620.0,0.0,0.0,90840.0
"Cereals ready-to-eat, SWEET CRUNCH/QUISP, QUAKER",6100.0,4400.0,0.0,740.0,5.8,1.555,1.536,20.382,0.0,1.732,1.529,0.0037,0.021,0.028,0.043,0.0,0.727,0,0.0,2.037,0.0,0.0,0.73,0.73,0.0002,9.0,0.069,18.35,55.0,0.326,168.0,187.0,0.0065,15.29,4510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85030.0,2300.0,43360.0,0.0,0.0,0.0,0.0,0.0,0.0,6080.0,4442.0,695.0,854.0,0.0,0.0,2390.0,0.0,0.0,2000.0
"Turkey, raw, meat and skin, breast, retail parts",7500.0,1800.0,63.0,72.0,50.1,0.007,0.0,9.4,0.972,0.157,0.048,0.00135,0.016,0.0,0.0,0.0,0.007,0,0.00128,0.724,0.0,0.0003,0.09,0.09,0.0,9.0,0.054,0.77,24.0,0.006,176.0,247.0,0.0203999999999999,1.15,21880.0,1334.0,1391.0,2004.0,206.0,3262.0,1173.0,646.0,185.0,755.0,1746.0,2163.0,590.0,772.0,1138.0,909.0,915.0,257.0,721.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7450.0,1756.0,2191.0,1834.0,63.0,0.0,980.0,0.0,0.0,70980.0
"School Lunch, whole grain breaded, chicken patty",14000.0,2600.0,36.0,467.0,35.9,0.009,0.004,5.104,0.0,0.162,0.097,5e-05,0.0,0.0,0.001,0.0,0.0,0,0.00031,0.195,0.7,0.0003,1.36,1.36,0.0049,34.0,0.097,3.77,26.0,0.284,221.0,278.0,0.0249,1.12,17640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,2300.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,13930.0,2642.0,4396.0,6593.0,36.0,0.0,2080.0,0.0,0.0,53840.0
"Sea lion, meat with fat (Alaska Native), Steller",15000.0,2900.0,66.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.089,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.116,9.55,19.0,0.006,214.0,346.0,0.119,4.26,22100.0,0.0,0.0,100.0,100.0,0.0,0.0,200.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,1600.0,0.0,0.0,5550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14650.0,2900.0,3300.0,3000.0,66.0,0.0,900.0,0.0,0.0,56800.0
"Fish, dry heat, cooked, mixed species, sea bass",2600.0,700.0,53.0,87.0,0.0,0.006,0.0,1.9,0.87,0.15,0.13,0.005325,0.064,0.0,0.0,0.0,0.0,0,0.0003,0.46,0.0,0.0,0.0,0.0,0.0,13.0,0.024,0.37,53.0,0.02,248.0,328.0,0.0468,0.52,23630.0,1429.0,1414.0,2420.0,253.0,3528.0,1134.0,696.0,0.0,1089.0,1921.0,2170.0,699.0,923.0,836.0,964.0,1036.0,265.0,798.0,1217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,655.0,544.0,953.0,53.0,0.0,1400.0,0.0,0.0,72140.0
"English muffins, mixed-grain (includes granola)",1800.0,200.0,0.0,298.0,13.7,0.08,0.045,3.583,0.408,0.313,0.43,0.0,0.0,0.0,0.0,0.0,0.001,0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,196.0,0.243,3.02,41.0,0.604,81.0,156.0,0.0255,1.39,9100.0,353.0,441.0,549.0,199.0,2671.0,368.0,202.0,0.0,361.0,649.0,291.0,158.0,449.0,850.0,435.0,279.0,118.0,280.0,422.0,46300.0,2800.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,230.0,827.0,559.0,0.0,0.0,2500.0,0.0,0.0,40200.0
"Chicken, roasted, meat only, broilers or fryers",7400.0,2000.0,89.0,86.0,78.8,0.006,0.0,9.173,1.104,0.178,0.069,0.001325,0.016,0.0,0.0,0.0,0.0,0,0.00033,0.47,0.0,0.000125,0.27,0.27,0.0024,15.0,0.067,1.21,25.0,0.019,195.0,243.0,0.022,2.1,28930.0,1578.0,1745.0,2578.0,370.0,4333.0,1421.0,898.0,0.0,1528.0,2171.0,2458.0,801.0,1148.0,1190.0,995.0,1222.0,338.0,977.0,1435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7410.0,2040.0,2660.0,1690.0,89.0,0.0,1020.0,0.0,0.0,63790.0
"Fish, raw (not previously frozen), Pacific, cod",200.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,39.0,51.0,81.0,46.0,0.0,1190.0,0.0,0.0,81860.0
"Broccoli, without salt, drained, boiled, cooked",400.0,100.0,0.0,41.0,40.1,0.108,0.0,0.553,0.616,0.123,0.063,0.0387,0.077,0.0,0.929,0.0,1.08,0,0.0,0.2,64.9,0.0,1.45,1.45,0.1411,40.0,0.061,0.67,21.0,0.194,67.0,293.0,0.0016,0.45,2380.0,114.0,200.0,329.0,31.0,549.0,101.0,63.0,0.0,92.0,147.0,155.0,43.0,116.0,111.0,129.0,96.0,34.0,60.0,138.0,7180.0,3300.0,1390.0,740.0,0.0,490.0,0.0,0.0,80.0,410.0,79.0,40.0,170.0,0.0,0.0,770.0,0.0,0.0,89250.0
"Turkey, raw, meat only, drumstick, retail parts",4000.0,1100.0,79.0,87.0,75.6,0.006,0.0,5.003,1.1,0.3,0.051,0.0017,0.02,0.0,0.0,0.0,0.004,0,0.0019,0.361,0.0,0.000425,0.19,0.19,0.0,10.0,0.082,1.18,22.0,0.006,158.0,220.0,0.0212,3.12,20520.0,1109.0,1162.0,1641.0,194.0,2782.0,875.0,556.0,130.0,588.0,1422.0,1693.0,536.0,661.0,1108.0,813.0,745.0,219.0,609.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3970.0,1073.0,1163.0,1072.0,79.0,0.0,910.0,0.0,0.0,75670.0
"Succotash, unprepared, frozen, (corn and limas)",900.0,200.0,0.0,45.0,0.0,0.042,0.0,1.375,0.258,0.072,0.087,0.006425,0.013,0.0,0.0,0.0,0.0,0,0.0,0.1,8.5,0.0,0.0,0.0,0.0,16.0,0.063,0.94,24.0,0.295,78.0,295.0,0.0006,0.47,4310.0,237.0,251.0,419.0,47.0,649.0,172.0,137.0,0.0,243.0,379.0,252.0,58.0,208.0,168.0,248.0,179.0,48.0,147.0,262.0,19940.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,166.0,173.0,427.0,0.0,0.0,750.0,0.0,0.0,74110.0
"Beet greens, with salt, drained, boiled, cooked",200.0,0.0,0.0,477.0,42.5,0.014,0.0,0.499,0.329,0.289,0.117,0.19135,0.383,0.004,4.59,0.0,1.819,0,0.0,0.132,24.9,0.0,1.81,1.81,0.484,114.0,0.251,1.9,68.0,0.514,41.0,909.0,0.0009,0.5,2570.0,95.0,73.0,152.0,24.0,312.0,94.0,39.0,0.0,53.0,115.0,75.0,21.0,68.0,61.0,82.0,76.0,40.0,61.0,76.0,5460.0,2900.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,31.0,38.0,70.0,0.0,0.0,2640.0,0.0,0.0,89130.0
"Fruit juice smoothie, MIGHTY MANGO, NAKED JUICE",0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052075,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,8.0,0.0,0.15,0.0,0.0,0.0,142.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,0.0,0.0,83460.0
"HEINZ, frozen, Chocolate Eclair, WEIGHT WATCHER",6900.0,1400.0,47.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001875,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40300.0,2100.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,6900.0,1400.0,2000.0,2900.0,47.0,0.0,1300.0,0.0,0.0,47300.0
"Cookies, with lemon juice and rind, ladyfingers",9100.0,3100.0,221.0,147.0,92.0,0.06,0.023,2.104,1.116,0.428,0.284,0.00125,0.003,0.009,0.022,0.008,0.266,0,0.00075,0.122,3.7,0.00055,0.63,0.63,0.0002,47.0,0.095,3.58,12.0,0.24,173.0,113.0,0.0211,1.14,10600.0,502.0,610.0,888.0,224.0,1920.0,346.0,248.0,0.0,516.0,861.0,679.0,268.0,511.0,625.0,761.0,467.0,133.0,408.0,579.0,59700.0,1000.0,25390.0,0.0,0.0,0.0,0.0,0.0,0.0,9100.0,3069.0,3754.0,1422.0,221.0,0.0,1100.0,0.0,0.0,19500.0
"Beef, raw, lungs, variety meats and by-products",2500.0,900.0,242.0,198.0,0.0,0.011,0.0,4.0,1.0,0.23,0.047,0.00115,0.014,0.0,0.0,0.0,0.0,0,0.00381,0.04,38.5,0.0,0.0,0.0,0.0,10.0,0.26,7.95,14.0,0.019,224.0,340.0,0.0443,1.61,16200.0,1001.0,980.0,977.0,249.0,1726.0,734.0,492.0,0.0,772.0,1190.0,1148.0,324.0,658.0,1659.0,816.0,604.0,148.0,365.0,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,860.0,640.0,340.0,242.0,0.0,980.0,0.0,0.0,79380.0
"Cereals, dry, QUAKER MultiGrain Oatmeal, QUAKER",2700.0,500.0,0.0,7.0,29.5,0.029,0.0,3.98,0.0,0.18,0.34,0.0002,0.0,0.0,0.005,0.0,0.182,0,0.0,0.28,0.0,0.0,0.66,0.66,0.0037,36.0,0.361,2.88,115.0,0.0,346.0,322.0,0.0313,3.21,12640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72620.0,11900.0,2460.0,0.0,0.0,0.0,0.0,0.0,0.0,2730.0,450.0,600.0,1130.0,0.0,0.0,1670.0,0.0,0.0,10350.0
"Sauce, reduced sodium, ready-to-serve, teriyaki",0.0,0.0,0.0,1778.0,19.5,0.008,0.0,1.27,0.0,0.07,0.03,2.5e-05,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,25.0,0.1,1.7,61.0,0.0,154.0,225.0,0.0008,0.1,5930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15580.0,100.0,14100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,8400.0,0.0,0.0,69700.0
"Celeriac, without salt, drained, boiled, cooked",200.0,0.0,0.0,61.0,0.0,0.003,0.0,0.427,0.203,0.037,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.101,3.6,0.0,0.0,0.0,0.0,26.0,0.043,0.43,12.0,0.096,66.0,173.0,0.0004,0.2,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5900.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,92300.0
"Sausage, reduced sodium, and beef, turkey, pork",27000.0,11000.0,70.0,679.0,60.0,0.016,0.0,5.674,0.552,0.403,0.417,0.00045,0.006,0.0,0.0,0.0,0.005,0,0.00167,0.288,0.8,7.500000000000001e-05,0.22,0.22,0.0017,24.0,0.069,1.6,17.0,0.013,147.0,240.0,0.0184,3.95,10710.0,1136.0,1196.0,1662.0,192.0,2767.0,1169.0,600.0,3.0,800.0,1439.0,1550.0,480.0,713.0,925.0,743.0,727.0,116.0,582.0,882.0,110.0,100.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,26790.0,10714.0,4378.0,1484.0,70.0,0.0,2470.0,0.0,0.0,60080.0
"Lupins, with salt, boiled, cooked, mature seeds",2900.0,300.0,0.0,240.0,0.0,0.059,0.0,0.495,0.188,0.053,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.009,1.1,0.0,0.0,0.0,0.0,51.0,0.231,1.2,54.0,0.676,128.0,245.0,0.0026,1.38,15570.0,558.0,1669.0,1669.0,192.0,3739.0,663.0,443.0,0.0,695.0,1181.0,832.0,110.0,618.0,635.0,805.0,573.0,125.0,585.0,650.0,9290.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920.0,346.0,1180.0,730.0,0.0,0.0,1140.0,0.0,0.0,71080.0
